t_sample.id	active	t_post.id	title	content	post_date	post_url	nb_views	author_id	country_id	parent_id	source_id	topic_ref	supplier_id	supplier_code	import_date	auto_qualif_date	nb_auto_qualifs	category_id	import_file_id	manual_import_source	manual_import_author	rejected	t_category.name	t_category_type.name
552	1	456621	Essai General Tire Grabber AT sur 8 mois	 Envoyé par eric def 90 300 dtiOk   juste une chose    ton vehicule est declaré VUL   et donc les pressions sont celle d'un VUL en situation de charge et demi-chargeL'usure d'un pneu en bord de bande roulement  si c'est suelement en ext   cela ne peut pas venir de la pressionA vide   lors du montage des Hankook sur un parc de ton PU pour des stations de skie dans les Pyrénées (que je surveille depuis 6 ans)on travaille sur une base de pression de 2.4 avt et 2.8 ar     et RASJe n'ai pas de soucis d'usure extérieure, l'usure de mes bridge est homogène.Les PU des Pyrennées sont-ils chargés en permanence ou juste chargés/déchargés comme souvent le sont les PU?Quelle dimension et profil de Hankook?Merci.	05-juin-13	http://www.forum4x4.org/threads/107668/page28#post_2318634	0	1887	1		80	155	417518	BOL	12-juin-13	12-juin-13	2	51	80			0	Auto specialized forums	Forums
552	1	455955	Quels pneus pour une Lancia Fulvia 1.3s de 1972 ?	J'ai monté en 2009 des Uniroyal R380 en 165 (80) 14 en 87 T.On trouve d'autres références ici par exemple :http://www.allopneus.com/find?activite= ... =&amp;saison=e	03-juin-13	http://www.italian-cars-club.com/italian-cars-club-forum/viewtopic.php?f=37&t=34078&hilit=pneus	0	42151	1		111	418675	418690	BOL	12-juin-13	12-juin-13	1	51	80			0	Auto specialized forums	Forums
552	1	456514	Falken ZIEX ZE-914 ou kumho ECSTA SPT KU31	Bonjour,Le falken ZE 914 est le remplaçant du ZE 912. C'est un pneu que Falken annonce comme un pneu à faible résistance au roulement donc faible consommation de carburant.Cette marque à la réputation d'avoir une très bonne accroche.	07-juin-13	http://www.forum-auto.com/pole-technique/equipement-automobile/sujet399496.htm#para14884383	0	119578	1		82	289430	416520	BOL	12-juin-13	12-juin-13	1	51	80			0	Auto specialized forums	Forums
552	1	456495	remplacement des michelin ps3 par quoi?	"C'est un pneu ""très haute performance"" le semi-slick étant le A048 http://imageshack.us...2/60352925.jpg/Au même titre que le Toyo R1R, l AD08 fait bien partie de la gamme Motorsport du manufacturier, certes avec un taux d entaillement supérieur à celui du A048, mais je maintiens mon avis ...Je suis d'accord avec toi pour dire qu'au niveau des performances, sur le sec, il est nettement au dessus des pneus routiers classiques, et que même au niveau usure il résiste plutôt bien !Par contre niveau disponible pour une 3.2 c'est chaud, notamment à l'arrière ... sur les 8 derniers commandes cette année seuls 2 livres !!!!Enfin le F1 Asymmetric 2 est supérieur au PS3, seul le PSS le surpasse ...."	01-juin-13	http://forum.motorsport-passion.com/topic/30686-remplacement-des-michelin-ps3-par-quoi/#post_id_557176	0	274	1		100	409578	418402	BOL	12-juin-13	12-juin-13	6	51	80			0	Auto specialized forums	Forums
552	1	467244	Quels pneus pas pour un Maxou......pour un Peugeot Expert !!	" avec Thier, vredestein ou Kleber.Perso j'ai des Kleber sur ma 306, ils sont au top  _________________2.0L, TDCi, 140cv, 2006, Aquamarine, 5 places, semi-cuir, Titanium, Autoradio/Gps made in China, Chaussettes 18"" Platin, logos DMB gris/noir, ressuie ta glace 307, vitres sur-teintées intégrale.A suivre : rabaissement de la caisse   (merci Bibi), changement de chaussettes       Ma présentation      Mon 1er mini rasso      Mon 1er grand rasso      Mon 2ème mini rasso      Mon 3ème mini rasso"	18-juin-13	http://s-max.bbfr.net/t8098-quels-pneus-pas-pour-un-maxoupour-un-peugeot-expert	0	66549	1		108	425914	426214	BOL	26-juin-13	26-juin-13	2	51	100			0	Auto specialized forums	Forums
552	1	471087	Qualité pneus 4x4 ZIARELLI	 Envoyé par jack74Bien intéressant cette discussion, moi qui lorgnait sur ces MZ Alors vous me conseillez quoi pour mon Chee en 225/75/15, y a pas grand chose comme choix et pas trop cher Pour la route et raid  du pneu neufstyle Hankook  FalkenPour du franchissement ou balade club du BS Guyane	25-juin-13	http://www.forum4x4.org/threads/128737/page10#post_2329327	0	937	1		80	425527	434569	BOL	03-juil.-13	03-juil.-13	2	51	110			0	Auto specialized forums	Forums
552	1	475983	[AVIS] Toyo Proxes T1R ou T1-Sport	Bonjour à tous !Voilà, je rentre donc du Nurb, mais pneus routes sont bientôt au bout, et j'aimerais passer sur un pneu routier typé sportif pour mes sorties arsouilles le weekend, et les weekends futurs que j'envisage au Nurb.Je suis actuellement en Conti SC3 devant et Michelin pilot sport à l'arrière, c'était pas trop trop mal pour une première au nurb, mais pas le top non plus ...J'hésite entre 2 modèles de la marque Toyo :Proxes T1RProxes T1-Sport (nouveau pneu typé Conti CS5, à ne pas confondre avec l’ancêtre du T1R, le T1S)Je sors que les weekends avec ma Clio RS, donc pour m'amuser, autrement elle est au garage.Quels sont les retours sur ces 2 pneus, et lesquels choisir pour mon utilisation ?Merci d'avance ! _________________	04-juil.-13	http://www.cliors-concept.com/t46534-AVIS-Toyo-Proxes-T1R-ou-T1-Sport.htm	0	121513	1		116	434909	434951	BOL	10-juil.-13	10-juil.-13	5	51	120			0	Auto specialized forums	Forums
552	1	467165	pneu mixte 50/50	"on en trouve 6 pages ici :http://www.123pneus.fr/cgi-bin/rshop...=PKW&amp;weiter=30suffit de regarder les ""A/T"" ."	19-juin-13	http://www.forum4x4.org/threads/128667/page2#post_2325976	0	3569	1		80	425525	426048	BOL	26-juin-13	26-juin-13	1	51	100			0	Auto specialized forums	Forums
552	1	467300	Besoin d'aide ! Quels pneus choisir ?	Je pense que en 195 40 16 j'ai pas à me poser la question sur la rigidité des flancs... c'est assez bas et pas de circuit.Je vais partir sur le Falken http://www.pneus-online.fr/pneu-auto-FAL...,V,XL.html .Pas trouver mieux qualité/prix et j'ai pas eu de retour négatif sur ce pneu. Mieux noté que le Sport 9000...A moins que l'on me prouve du contraire je commande la semaine prochaine.Merci à tous.	16-juin-13	http://www.japancar.fr/forum/Sujet-Besoin-d-aide-Quels-pneus-choisir?page=2	0	120107	1		109	421200	426487	BOL	26-juin-13	26-juin-13	1	51	100			0	Auto specialized forums	Forums
552	1	462111	[RS3] Question pneus	   doudou a écrit:     DID30 a écrit:  Merci à tous,Bon.... à la vue de vos messages, je pense me tourner vers les Toyo R888, j'ai peur d'avoir une conduite un peu agressive. Tu as aussi les yokohama qui sont plus que bons...A 048une référence....Et les AD08 qui ont été très bien notés lors du test du magazine Echappement (plus performant que les R888 et s'usent moins vite) 	10-juin-13	http://www.cliors-concept.com/t45646-question-pneus.htm	0	2402	1		116	396685	423121	BOL	17-juin-13	17-juin-13	2	51	90			0	Auto specialized forums	Forums
552	1	470735	pneus firestone sz90	"  Bonjour à tous,De retour après quelques temps pour raisons perso, j'ai trouvé a échanger mes roues 16"" contre des silverstone équipées en 225/45/17 ( 2 roues en firestone  SZ90 et 2 roues michelin primacy HP ).Est ce l'un d'entre vous a un retour d'expérience concernant les firestone?Usure, tenue sur chaussée humide? "	29-juin-13	http://www.renault-laguna.com/forum/pneus-firestone-sz90-t19985.html#p286203	0	120955	1		94	431816	432170	BOL	03-juil.-13	03-juil.-13	2	51	110			0	Auto specialized forums	Forums
552	1	475984	[AVIS] Toyo Proxes T1R ou T1-Sport	Hello ValentinT'aurais du m'envoyer un MP sur FB   J'ai 4 Toyo T1 Sport sur ma 3 RS depuis 11 500 Kms, j'étais monté en CS5 avant.Franchement tu peux pas être déçu, super gomar ! La gomme tendre s'use pas si vite que ça, je pense tenir encore 6 ou 7000 Kms à l'avant... l'arrière est niquel.Sur la pluie ça se comporte comme du CS5 et sur le sec on la sent vraiment bien + scotché et précise, pneus silencieux aussi...Pour le prix, y'a vraiment pas mieux !!!! achète frère   	04-juil.-13	http://www.cliors-concept.com/t46534-AVIS-Toyo-Proxes-T1R-ou-T1-Sport.htm	0	62930	1		116	434909	434952	BOL	10-juil.-13	10-juil.-13	1	51	120			0	Auto specialized forums	Forums
552	1	467143	Faut il croire les indications des pneumatiques ?	 Envoyé par bbratelOK pour MSMais quid du sigle montagne avec le flocon sur un BF Goodrich all terrain ??Pour le flocon, c'est comme le M+S assez simple à obtenir : Envoyé par ejeepsien  Si, l'explication est assez simple :1/ Il suffit de regarder les critères du test de traction qui permettent d'obtenir le marquage montagne-flocon. A peu près n'importe quel pneu avec une sculpture assez profonde peut réussir ce test	20-juin-13	http://www.forum4x4.org/threads/128691#post_2326684	0	3569	1		80	425524	425672	BOL	26-juin-13	26-juin-13	1	51	100			0	Auto specialized forums	Forums
552	1	467001	Achat pneus !	Avec le lien c'est mieux:  http://www.123pneus.fr/cgi-bin/rshop.pl?dsco=125&amp;cart_id=48754900.125.16570&amp;sowigan=So&amp;Breite=185&amp;Quer=55&amp;Felge=14&amp;Speed=H&amp;kategorie=&amp;Marke=Hankook&amp;ranzahl=4&amp;Herst=Hankook&amp;m_s=3&amp;rsmFahrzeugart=PKW&amp;Label=C-B-70-2&amp;details=Ordern&amp;typ=R-193852	19-juin-13	http://www.jeuxvideo.com/forums/1-1000019-584018-1-0-1-0-achat-pneus.htm#message_584148	0	118524	1		125	425590	425888	BOL	26-juin-13	26-juin-13	1	50	100			0	General forums	Forums
552	1	467083	Que mettre comme pneu ???	Oui ça c'est bon, mais ça vas te couté cher en pneus et tu vas consommé plus.Le 205/55/16 91V est ce qu'il y a de plus courant, et donc tu trouve des bon pneus pas trop chère.Si tu veux quand même passer sur le 18, libre à toi, mais ne vise pas l'économie à tout prix.Tu trouveras généralement des pneus pas trop onéreux et digne de ce nom:nokianhankookfuldadunlopSi tu ne veux pas de mauvaise surprise, évite les premier prix, car tu ne feras pas d'économie, et surtout, avec une propulsion tu peux vite te retrouver en galère sur la route humide.Personnelement, à ta place, j'essaierais de retrouver 2 jantes en 16 avec 4 bon pneus, et je revendrais les 18.A moins que tu es envie de changer, et c'est pas parce qu'on est père de famille que l'on as pas le droit de ce faire plaisir, mais dans ce cas là, prend des pneus qui tienne la route, et garde tes 16 pouces pour l'hiver par exemple ou revend les.	19-juin-13	http://www.forum-auto.com/pole-technique/equipement-automobile/sujet399894.htm#para14885159	0	1339	1		82	425516	425802	BOL	26-juin-13	26-juin-13	4	51	100			0	Auto specialized forums	Forums
552	1	471042	event tyres	 Envoyé par moitibnotons que beaucoup de rechappés tres bas de gamme ou simplement pneus pourris, copient toujours le profil du BF mixteJe pense que cela peut etre un bon signe de reconnaissance pour trouver les pneus de merde Une copie de Goodrich AT se vend mieux qu'un plagiat de Schpountz, tu voudrais dire ?	24-juin-13	http://www.forum4x4.org/threads/128729/page2#post_2328897	0	1372	1		80	425526	432017	BOL	03-juil.-13	03-juil.-13	1	51	110			0	Auto specialized forums	Forums
552	1	467290	Besoin d'aide ! Quels pneus choisir ?	ouai c'est l'effet rainsport 2, avec le temps on s'y fait, mais sa perd en précision du coup.J'avais tenter de les monter a 2.4ev 2.2ar mais sa devient intenable, mais ta caisse est peut être plus lourde.	16-juin-13	http://www.japancar.fr/forum/Sujet-Besoin-d-aide-Quels-pneus-choisir	0	120106	1		109	421200	426169	BOL	26-juin-13	26-juin-13	1	51	100			0	Auto specialized forums	Forums
552	1	470872	Quels pneus pour ma 306?	Bonsoir à tous      Voilà, je souhaiterais changer mes pneus sur ma 306 1,8l 16S de 2000.  J'hésite entre ces 2 modèles!  http://www.123pneus.fr/cgi-bin/rshop.pl?dsco=125&amp;cart_id=31973297.125.2731&amp;sowigan=So&amp;Breite=195&amp;Quer=65&amp;Felge=15&amp;Speed=H&amp;kategorie=&amp;Marke=&amp;ranzahl=4&amp;m_s=3&amp;rsmFahrzeugart=PKW&amp;Label=C-B-70-2&amp;details=Ordern&amp;typ=R-212606  Et   http://www.123pneus.fr/cgi-bin/rshop.pl?dsco=125&amp;cart_id=31973297.125.2731&amp;sowigan=So&amp;Breite=195&amp;Quer=65&amp;Felge=15&amp;Speed=H&amp;kategorie=&amp;Marke=Toyo&amp;ranzahl=4&amp;Herst=Toyo&amp;m_s=3&amp;rsmFahrzeugart=PKW&amp;filter_preis_bis=121&amp;filter_preis_von=41&amp;Label=C-B-70-2&amp;details=Ordern&amp;typ=R-233803  Sachant qu'il m'arrive de temps en temps d'attaquer sur la route, mais que je veux une assez bonne longévité, quel pneu me conseillez vous?  Merci merci  	26-juin-13	http://www.jeuxvideo.com/forums/1-1000019-590828-1-0-1-0-quels-pneus-pour-ma-306.htm#message_590828	0	106498	1		125	432556	432943	BOL	03-juil.-13	03-juil.-13	1	50	110			0	General forums	Forums
552	1	467149	pneu mixte 50/50	" Envoyé par Jch@11oui mais c'est plus simple de demander que de rechercher c est aussi simple de lancer des affirmations or ça fait plus de deux mois que je cherche.et je n'ai trouvé que des Fulda en 50/50 ou des bridgestone qui ont les deux de ""mauvaises critiques"" donc je me demandais s'il y avait d'autre modèles?le gros problème est la dimension des pneu, il y a bcp de 80/20 mais je cherche plus tout terrain."	18-juin-13	http://www.forum4x4.org/threads/128667#post_2325696	0	120577	1		80	425525	425706	BOL	26-juin-13	26-juin-13	2	51	100			0	Auto specialized forums	Forums
552	1	467279	Besoin d'aide ! Quels pneus choisir ?	Ok merci les gars sa m'aide ! Ralphmalphe j'oubli le t1r je me doutais bien...Je garde en tête le falken Ziex et le sp 9000 en attendant d'autre conseils. Mes sur le site +1 pour le falken pour les caractéristiques et le sp9000 pour faire moins de 10 000 sa me tente pas trop, il doit être plus tendre. Après push quand tu dit arssouille c'est circuit ? Parce que 5000 c'est peux quand même !C'est vrai qu'il y a un peut moins de choix en 40 que en 45 :/	15-juin-13	http://www.japancar.fr/forum/Sujet-Besoin-d-aide-Quels-pneus-choisir	0	120107	1		109	421200	426143	BOL	26-juin-13	26-juin-13	2	51	100			0	Auto specialized forums	Forums
552	1	470785	Bruits de roulement sur les pneus arrière	"Michelin, hankook, que dalle en 19 pouces  Pirelli ou bridgestone chez allopneus, j'ai pris pirelli, RAS pour le momentLe poseur le + proche de chez moi de chez allopneu c'est............ Mon garage Ford:) Au fait shure qu'en est il de ton paralèlisme_________________kuga maniac titanium  KUGA 1 4x2 140 tdci gris météore pack individual cuir beige""voyageur le chemin n'existe pas c'est en marchant qu'il se forme"""	23-juin-13	http://www.forum-kuga.com/viewtopic.php?t=1119&postdays=0&postorder=asc&highlight=pneus&start=220&sid=6f2692a0002c4c5d045dd7ba3b53f065	0	604	1		120	981	432479	BOL	03-juil.-13	03-juil.-13	4	51	110			0	Auto specialized forums	Forums
552	1	467288	Besoin d'aide ! Quels pneus choisir ?	putin 15000 en rsr, moi à 7000 ils étaient cuit.Le pe2 est très bon, l'endurance un peu limite mais sa reste correct car il prévient pas mal.le falken, j'en ai des super souvenir, quasi lisse sa grippait encore pas mal même sur l'eau (hein BISBAR, le mont dore pleine quille en ford sierra  ) et puis il préviens énormément, je te le conseil.	15-juin-13	http://www.japancar.fr/forum/Sujet-Besoin-d-aide-Quels-pneus-choisir	0	120106	1		109	421200	426167	BOL	26-juin-13	26-juin-13	3	51	100			0	Auto specialized forums	Forums
552	1	470901	avis sur uniroyal rain expert	Bonjour à tous, j'ai monté 4 Uni Rain Expert 195x65x15 91h sur ma 307 essence, je n'ai jamais constaté de louvoiement ni de souci à la conduite.Super longévité : 45 000 à l'arrière mais usure latérale droite sur AVG et G sur ARD qui résiste aux vérif de géométrie donc peut-être un pb de pneus ?Quelqu'un a déjà rencontré ce pb ?	27-juin-13	http://www.forum-auto.com/pole-technique/equipement-automobile/sujet391350.htm#para14885661	0	120971	1		82	349191	431615	BOL	03-juil.-13	03-juil.-13	1	51	110			0	Auto specialized forums	Forums
552	1	466983	Achat pneus !	Je pense pas pouvoir trouver du Hankook dans un boutique ayant pignon sur rue.. Mais ils ont l'air  super, merci !	20-juin-13	http://www.jeuxvideo.com/forums/1-1000019-584018-1-0-1-0-achat-pneus.htm#message_584477	0	120562	1		125	425590	425867	BOL	26-juin-13	26-juin-13	1	50	100			0	General forums	Forums
552	1	470922	Quels pneus pour bmw touring 330 xd ??	"Le problème c'est que les Toyo ne peuvent que te sembler parfait vu le changement que tu as eu...Le fait de passer de pneus ""roulage à plat"" à des pneus normaux, entrainent des différences réellement perceptibles a commencer par la filtration des irrégularités"	26-juin-13	http://www.forum-auto.com/pole-technique/equipement-automobile/sujet397026.htm#para14885577	0	572	1		82	431323	432117	BOL	03-juil.-13	03-juil.-13	1	51	110			0	Auto specialized forums	Forums
552	1	462353	Pneu UHP Hankook Ventus V12 evo	après etre resté longtemps avec du michelin ou du bridgestone, je suis passé a des hankook ventus v12 evo en 225/40/R18 et voici mes impressions après 2500km :- tres bonne accroche sur sec et mouillé- tres bons lors du freinage- aussi bon que des michelins et moins cher- tres silencieux, franchement à 110 sur un revetement de qualité, on ne les entends pas ; j'ai juste un leger bruit entre 40 et 50km/h, je pense que ce bruit va dispraitre apres un peu d'usure- pour finir legere baisse de ma conso	10-juin-13	http://www.forum-auto.com/pole-technique/equipement-automobile/sujet386885-630.htm#para14884588	0	120125	1		82	226	423004	BOL	17-juin-13	17-juin-13	3	51	90			0	Auto specialized forums	Forums
